attraction,city,country,hotel,number_of_rooms,budget,website,RelevanceScore
Grand Canal,Venice,Italy,Locanda Ca'Lucrezia,1,124.46,https://www.agoda.com/en-gb/locanda-ca-lucrezia_5/hotel/venice-it.html,2.334014345480188
Grand Canal,Venice,Italy,Staycity Aparthotels Venice Mestre,1,64.04,https://www.agoda.com/en-gb/staycity-aparthotels-venice-mestre/hotel/venice-it.html,2.15574359800833
Grand Canal,Venice,Italy,Hotel Villa Costanza,1,117.22,https://www.agoda.com/en-gb/hotel-villa-costanza/hotel/venice-it.html,-1.7128198578458684
Guggenheim Museum,Bilbao,Spain,Mercure Bilbao Jardines De Albia,1,123.57,https://www.agoda.com/en-gb/mercure-bilbao-jardines-de-albia/hotel/bilbao-es.html,-3.655548078032101
Guggenheim Museum,Bilbao,Spain,Hotel Tayko Bilbao,1,78.36,https://www.agoda.com/en-gb/hotel-tayko-bilbao/hotel/bilbao-es.html,1.482696313590837
Keukenhof Gardens,Lisse,Netherlands,Hotel Restaurant & Casino De Nachtegaal,1,90.23,https://www.agoda.com/en-gb/hotel-restaurant-casino-de-nachtegaal/hotel/lisse-nl.html,-0.166798237809033
Keukenhof Gardens,Lisse,Netherlands,Boutique Suites Lisse,1,52.72,https://www.agoda.com/boutique-suites-lisse-schiphol/hotel/lisse-nl.html,2.9402586907308024
Lake Bled,Bled,Slovenia,Farm Stay Dolinar Krainer,1,45.42,https://www.agoda.com/en-gb/farm-stay-dolinar-krainer/hotel/bled-si.html,-0.9437453349917804
La Alhambra,Granada,Spain,Marquis Hotels Issabel's,1,69.25,https://www.agoda.com/en-gb/marquis-hotels-issabel-s_13/hotel/granada-es.html,-3.0548139036323643
La Alhambra,Granada,Spain,Hotel NS Albolut,2,40.19,https://www.agoda.com/en-gb/hotel-ns-albolut_2/hotel/granada-es.html,-3.212933364005171
La Alhambra,Granada,Spain,Urban Dream Granada Hotel,1,71.24,https://www.agoda.com/en-gb/urban-dream-granada-hotel/hotel/granada-es.html,-3.0709343717572186
La Alhambra,Granada,Spain,Macia Villa Blanca,2,50.23,https://www.agoda.com/en-gb/macia-villa-blanca/hotel/granada-es.html,-2.429105432888743
La Alhambra,Granada,Spain,Los Girasoles I,1,42.19,https://www.agoda.com/en-gb/los-girasoles-i/hotel/granada-es.html,-2.600258405030856
La Alhambra,Granada,Spain,Hotel Universal,1,35.84,https://www.agoda.com/en-gb/hotel-universal/hotel/granada-es.html,-2.558213232601882
La Alhambra,Granada,Spain,Ana Maria,1,65.1,https://www.agoda.com/en-gb/ana-maria/hotel/granada-es.html,-0.0654631404717666
La Alhambra,Granada,Spain,Hotel Los Angeles,1,69.27,https://www.agoda.com/en-gb/hotel-los-angeles/hotel/granada-es.html,-4.854157516811329
La Rambla,Barcelona,Spain,Boutique Hotel Casa Volver,1,149.11,https://www.agoda.com/en-gb/boutique-hotel-casa-volver/hotel/barcelona-es.html,0.2091819561394821
La Rambla,Barcelona,Spain,Hotel Adagio Gastronomic,1,74.44,https://www.agoda.com/en-gb/hotel-adagio-gastronomic/hotel/barcelona-es.html,1.788931802074976
La Rambla,Barcelona,Spain,Novotel Barcelona City,1,106.49,https://www.agoda.com/en-gb/novotel-barcelona-city/hotel/barcelona-es.html,2.5164284734046336
La Rambla,Barcelona,Spain,Hotel Cristina,1,144.67,https://www.agoda.com/en-gb/hotel-cristina/hotel/barcelona-es.html,2.339773202585152
La Rambla,Barcelona,Spain,Room Mate Carla,1,145.44,https://www.agoda.com/en-gb/room-mate-carla/hotel/barcelona-es.html,-0.6355707958912835
La Rambla,Barcelona,Spain,H10 Casa Mimosa,1,134.24,https://www.agoda.com/en-gb/h10-casa-mimosa_2/hotel/barcelona-es.html,0.8824233186389245
La Rambla,Barcelona,Spain,Hesperia Sant Joan Suites,1,170.28,https://www.agoda.com/en-gb/hesperia-sant-joan-suites_13/hotel/barcelona-es.html,-0.4220298949786618
La Rambla,Barcelona,Spain,Barcelona Universal Hotel,1,147.08,https://www.agoda.com/en-gb/barcelona-universal-hotel/hotel/barcelona-es.html,5.967149441800279
La Rambla,Barcelona,Spain,Leonardo Boutique Hotel Barcelona Sagrada Familia,1,170.89,https://www.agoda.com/en-gb/leonardo-boutique-hotel-barcelona-sagrada-familia/hotel/barcelona-es.html,3.307316133017413
La Rambla,Barcelona,Spain,Hotel Garbi Millenni,1,73.66,http://www.booking.com/hotel/es/millenni.en-gb.html,-1.5717398780659628
La Rambla,Barcelona,Spain,Abba Sants,2,83.26,http://www.booking.com/hotel/es/abbasants.en-gb.html,3.3556630303085297
La Rambla,Barcelona,Spain,Iberostar Paseo de Gracia,1,266.33,https://www.agoda.com/en-gb/iberostar-paseo-de-gracia_2/hotel/barcelona-es.html,-3.9890763573776047
La Rambla,Barcelona,Spain,Hotel Ciutat Vella,1,62.86,https://www.agoda.com/en-gb/hotel-ciutat-vella/hotel/barcelona-es.html,1.037136011223714
La Rambla,Barcelona,Spain,Ilunion Auditori Hotel,1,146.52,https://www.agoda.com/en-gb/ilunion-auditori-hotel/hotel/barcelona-es.html,1.2551969487437078
La Rambla,Barcelona,Spain,NH Diagonal Center,1,104.49,https://www.agoda.com/en-gb/nh-diagonal-center/hotel/barcelona-es.html,5.667869806516551
La Rambla,Barcelona,Spain,Hotel Santa Marta,1,129.34,https://www.agoda.com/en-gb/hotel-santa-marta/hotel/barcelona-es.html,0.6056864132341288
La Rambla,Barcelona,Spain,Ofelias Hotel,1,91.5,https://www.agoda.com/en-gb/ofelias-hotel/hotel/barcelona-es.html,3.804836313638429
La Rambla,Barcelona,Spain,Pedralbes Hotel,1,66.31,https://www.agoda.com/en-gb/pedralbes-hotel/hotel/barcelona-es.html,2.262841161457598
La Rambla,Barcelona,Spain,Barcelona Airport Hotel,1,120.55,https://www.agoda.com/en-gb/barcelona-airport-hotel/hotel/barcelona-es.html,1.772298933464088
La Rambla,Barcelona,Spain,Ibis Barcelona Santa Coloma,1,59.33,https://www.agoda.com/en-gb/ibis-barcelona-santa-coloma/hotel/barcelona-es.html,0.2536935008543127
La Rambla,Barcelona,Spain,AC Hotel Irla,1,109.4,https://www.agoda.com/en-gb/ac-hotel-irla/hotel/barcelona-es.html,4.893517512960731
La Rambla,Barcelona,Spain,Salles Pere IV Hotel,1,112.52,https://www.agoda.com/en-gb/salles-pere-iv-hotel/hotel/barcelona-es.html,-2.1373801216602213
La Rambla,Barcelona,Spain,Hotel Viladomat,1,70.22,https://www.agoda.com/en-gb/hotel-viladomat/hotel/barcelona-es.html,-2.180255204689318
La Rambla,Barcelona,Spain,Hesperia Presidente,1,174.8,https://www.agoda.com/en-gb/hesperia-presidente_7/hotel/barcelona-es.html,-0.0173847395243406
La Rambla,Barcelona,Spain,AC Hotel Diagonal L'Illa,1,129.3,https://www.agoda.com/en-gb/ac-hotel-diagonal-l-illa_6/hotel/barcelona-es.html,2.3062336186781613
La Rambla,Barcelona,Spain,Catalonia Square Hotel,1,196.41,https://www.agoda.com/en-gb/catalonia-square-hotel/hotel/barcelona-es.html,3.886992919323176
La Rambla,Barcelona,Spain,Catalonia Sagrada Familia Hotel,1,55.25,https://www.agoda.com/en-gb/catalonia-sagrada-familia-hotel/hotel/barcelona-es.html,0.1965795898038674
La Rambla,Barcelona,Spain,Catalonia Barcelona Plaza Hotel,1,90.42,https://www.agoda.com/en-gb/catalonia-barcelona-plaza-hotel/hotel/barcelona-es.html,2.2962671467403606
La Rambla,Barcelona,Spain,Astoria Hotel,1,78.17,https://www.agoda.com/en-gb/astoria-hotel/hotel/barcelona-es.html,-2.154210997155765
La Rambla,Barcelona,Spain,Catalonia Born Hotel,1,65.11,https://www.agoda.com/en-gb/catalonia-born-hotel/hotel/barcelona-es.html,0.3009403048929353
La Rambla,Barcelona,Spain,Magatzem 128,1,67.09,https://www.agoda.com/en-gb/magatzem-128/hotel/barcelona-es.html,-0.2207273094322591
La Rambla,Barcelona,Spain,Barcelo Raval Hotel,1,108.5,https://www.agoda.com/en-gb/barcelo-raval-hotel/hotel/barcelona-es.html,5.719655114551861
La Rambla,Barcelona,Spain,Hotel Onix Fira,1,190.8,https://www.agoda.com/en-gb/hotel-onix-fira/hotel/barcelona-es.html,-1.0507771376874917
La Rambla,Barcelona,Spain,Evenia Rocafort Hotel,1,104.17,https://www.agoda.com/en-gb/evenia-rocafort-hotel/hotel/barcelona-es.html,0.6059549097544512
La Rambla,Barcelona,Spain,Hotel Lleo,1,100.46,https://www.agoda.com/en-gb/hotel-lleo/hotel/barcelona-es.html,-0.3922512783957184
La Rambla,Barcelona,Spain,Hotel Onix Liceo,1,87.8,https://www.agoda.com/en-gb/hotel-onix-liceo/hotel/barcelona-es.html,-3.625114871691806
La Rambla,Barcelona,Spain,BCN Montjuic Hotel,1,289.21,https://www.agoda.com/en-gb/bcn-montjuic-hotel/hotel/barcelona-es.html,-0.0023048512661313
La Rambla,Barcelona,Spain,NH Barcelona Eixample,1,60.29,https://www.agoda.com/en-gb/nh-barcelona-eixample/hotel/barcelona-es.html,5.24768357725224
La Rambla,Barcelona,Spain,Salles Ciutat Del Prat Hotel,1,94.49,https://www.agoda.com/en-gb/salles-ciutat-del-prat-hotel/hotel/barcelona-es.html,2.2935099542802355
La Rambla,Barcelona,Spain,Gran Havana Hotel,1,207.76,https://www.agoda.com/en-gb/gran-havana-hotel/hotel/barcelona-es.html,4.656161358419533
La Rambla,Barcelona,Spain,Hesperia Del Mar,1,134.72,https://www.agoda.com/en-gb/hesperia-del-mar_8/hotel/barcelona-es.html,2.342082086099176
La Rambla,Barcelona,Spain,Hotel Teatre Auditori,1,95.34,https://www.agoda.com/en-gb/hotel-teatre-auditori/hotel/barcelona-es.html,-2.694149786157957
La Rambla,Barcelona,Spain,Axel Hotel Barcelona & Urban Spa - Only Adults,1,149.69,https://www.agoda.com/en-gb/axel-hotel-barcelona-urban-spa-adults-only/hotel/barcelona-es.html,0.0899629076008919
La Rambla,Barcelona,Spain,NH Entenza,1,62.29,https://www.agoda.com/en-gb/nh-entenza/hotel/barcelona-es.html,4.075996252591398
La Rambla,Barcelona,Spain,The Corner Hotel,1,134.29,https://www.agoda.com/en-au/the-corner-hotel/hotel/barcelona-es.html,-3.548933037206153
La Rambla,Barcelona,Spain,Catalonia Catedral Hotel,1,158.64,https://www.agoda.com/en-gb/catalonia-catedral-hotel/hotel/barcelona-es.html,-3.919614216052605
La Rambla,Barcelona,Spain,Medinaceli Hotel,1,166.39,https://www.agoda.com/en-gb/medinaceli-hotel/hotel/barcelona-es.html,-1.1281250768477151
Louvre Museum,Paris,France,Hotel du Romancier,1,231.06,https://www.agoda.com/en-gb/hotel-du-romancier/hotel/paris-fr.html,2.651325470887852
Louvre Museum,Paris,France,Timhotel Nation,1,58.27,https://www.agoda.com/en-gb/timhotel-nation/hotel/paris-fr.html,1.4687819531489346
Louvre Museum,Paris,France,New Hotel Candide,1,137.07,https://www.agoda.com/en-gb/new-hotel-candide/hotel/paris-fr.html,-4.715508267341175
Louvre Museum,Paris,France,Melia Paris La Defense Hotel,1,162.75,https://www.agoda.com/en-gb/melia-paris-la-defense-hotel/hotel/paris-fr.html,2.7033658764528337
Louvre Museum,Paris,France,Comfort Hotel Paris Lafayette,1,106.49,https://www.agoda.com/comfort-hotel-paris-lafayette/hotel/paris-fr.html,1.7147552047853376
Louvre Museum,Paris,France,Novotel Paris Les Halles Hotel,2,329.52,https://www.agoda.com/en-gb/novotel-paris-les-halles-hotel/hotel/paris-fr.html,5.429638091107871
Louvre Museum,Paris,France,Hotel du Bois,1,207.64,https://www.agoda.com/en-gb/hotel-du-bois/hotel/paris-fr.html,3.642938523473514
Louvre Museum,Paris,France,Hotel Bobigny Centre prefecture,2,57.26,https://www.agoda.com/en-gb/hotel-bobigny-centre-prefecture/hotel/paris-fr.html,-2.3524732620448248
Louvre Museum,Paris,France,Hotel Darcet,2,100.46,https://www.agoda.com/en-gb/hotel-darcet/hotel/paris-fr.html,3.384214244499481
Louvre Museum,Paris,France,Hotel Le Notre Dame,1,197.91,https://www.agoda.com/en-gb/hotel-le-notre-dame/hotel/paris-fr.html,2.019546725738678
Louvre Museum,Paris,France,Hotel Jardins de la Villa & Spa,1,294.35,https://www.agoda.com/en-gb/hotel-jardins-de-la-villa-spa/hotel/paris-fr.html,1.523160605609164
Louvre Museum,Paris,France,Hipotel Paris Nation Gare De Lyon,1,153.67,https://www.agoda.com/en-gb/hipotel-paris-nation-gare-de-lyon/hotel/paris-fr.html,-3.4907166066773683
Louvre Museum,Paris,France,Hipotel Paris Printania,1,140.65,https://www.agoda.com/en-gb/hipotel-paris-printania/hotel/paris-fr.html,1.2770429103590206
Louvre Museum,Paris,France,Hotel Icone,1,133.18,https://www.agoda.com/en-gb/hotel-icone/hotel/paris-fr.html,4.703497422366942
Louvre Museum,Paris,France,Hotel Le Pierre,1,176.32,https://www.agoda.com/en-gb/hotel-le-pierre/hotel/paris-fr.html,0.9756228054455066
Louvre Museum,Paris,France,Ibis Paris Bastille Opera 11Eme,1,116.44,https://www.agoda.com/en-gb/ibis-paris-bastille-opera-11eme/hotel/paris-fr.html,-2.310388266697233
Louvre Museum,Paris,France,Ibis Paris La Villette Cite Des Sciences 19Eme,1,83.79,https://www.agoda.com/en-gb/ibis-paris-la-villette-cite-des-sciences-19eme/hotel/paris-fr.html,-0.6695434800646692
Louvre Museum,Paris,France,Mercure Paris Grande Arche Hotel,2,209.92,https://www.agoda.com/en-gb/mercure-paris-grande-arche-hotel/hotel/paris-fr.html,0.3763210152673953
Louvre Museum,Paris,France,Mercure Paris La Sorbonne Saint Germain des Pres Hotel,2,310.43,https://www.agoda.com/en-gb/mercure-paris-la-sorbonne-saint-germain-des-pres-hotel/hotel/all/paris-fr.html,1.6106817879861774
Louvre Museum,Paris,France,Novotel Paris La Defense Hotel,2,220.47,https://www.agoda.com/en-gb/novotel-paris-la-defense-hotel/hotel/paris-fr.html,-1.1686178966119103
Louvre Museum,Paris,France,Hotel Royal Madeleine,1,462.78,https://www.agoda.com/en-gb/hotel-royal-madeleine/hotel/paris-fr.html,-0.2819577798875689
Louvre Museum,Paris,France,AC Hotel Paris Porte Maillot,1,175.81,https://www.agoda.com/ac-hotel-paris-porte-maillot/hotel/paris-fr.html,-0.0880686361024502
Louvre Museum,Paris,France,Westside Arc de Triomphe Hotel,1,126.75,https://www.agoda.com/en-gb/westside-arc-de-triomphe-hotel/hotel/paris-fr.html,3.1490747246278765
Louvre Museum,Paris,France,Hotel Edouard VI,1,130.96,https://www.agoda.com/en-gb/hotel-edouard-vi/hotel/paris-fr.html,2.116877125913848
Louvre Museum,Paris,France,Novotel Suites Paris Roissy Cdg,2,135.63,https://www.agoda.com/en-gb/novotel-suites-paris-roissy-cdg_3/hotel/paris-fr.html,0.9002737289634928
Louvre Museum,Paris,France,Hotel Mercure Paris Opera Grands Boulevards,2,150.69,https://www.agoda.com/en-gb/hotel-mercure-paris-opera-grands-boulevards_3/hotel/paris-fr.html,4.850196941828999
Louvre Museum,Paris,France,Hotel Mercure Paris Gobelins Place D'Italie,1,180.8,https://www.agoda.com/en-gb/hotel-mercure-paris-gobelins-place-d-italie/hotel/paris-fr.html,2.370036570930562
Louvre Museum,Paris,France,Ibis Paris Bercy Village 12Eme,1,128.99,https://www.agoda.com/en-gb/ibis-paris-bercy-village-12eme/hotel/paris-fr.html,1.7459702958849337
Louvre Museum,Paris,France,OKKO Hotels Paris Gare de l'Est,1,109.5,https://www.agoda.com/en-gb/okko-hotels-paris-gare-de-l-est/hotel/paris-fr.html,-1.517820972266678
Louvre Museum,Paris,France,CAMPANILE VAL DE France,2,159.74,https://www.agoda.com/en-gb/campanile-val-de-france/hotel/paris-fr.html,1.647542528276614
Louvre Museum,Paris,France,Hotel Sunny,1,156.23,https://www.agoda.com/en-gb/hotel-sunny/hotel/paris-fr.html,1.0337681466252828
Louvre Museum,Paris,France,Best Western Paris CDG Airport Hotel,1,120.55,https://www.agoda.com/en-gb/best-western-paris-cdg-airport-hotel/hotel/paris-fr.html,2.459222125735842
Louvre Museum,Paris,France,Super Hotel,1,95.44,https://www.agoda.com/en-gb/super-hotel/hotel/paris-fr.html,1.918353647825863
Louvre Museum,Paris,France,Tonic Hotel Saint-Germain,1,146.68,https://www.agoda.com/en-gb/tonic-hotel-saint-germain/hotel/paris-fr.html,1.5458436255854584
Louvre Museum,Paris,France,Courtyard Paris Saint Denis,1,171.9,https://www.agoda.com/en-gb/courtyard-paris-saint-denis_8/hotel/paris-fr.html,-2.667393878187021
Louvre Museum,Paris,France,Comfort Hotel Paris La Fayette,1,95.21,https://www.agoda.com/en-gb/comfort-hotel-paris-la-fayette_3/hotel/paris-fr.html,-0.0253160647011399
Louvre Museum,Paris,France,Hotel LOCOMO,1,79.37,https://www.agoda.com/en-gb/hotel-locomo/hotel/paris-fr.html,-0.4827936727318456
Louvre Museum,Paris,France,Relais des Halles Hotel,1,230.06,https://www.agoda.com/en-gb/relais-des-halles-hotel/hotel/paris-fr.html,3.482342439911937
Louvre Museum,Paris,France,Hotel Chateaudun Opera,2,72.86,http://www.booking.com/hotel/fr/chateaudun-opera.en-gb.html,-0.7537372958192566
Louvre Museum,Paris,France,Mayfair Hotel,1,295.92,https://www.agoda.com/en-gb/mayfair-hotel/hotel/paris-fr.html,2.3447642365713306
Louvre Museum,Paris,France,Hotel Saint Marcel,1,110.51,https://www.agoda.com/en-gb/hotel-saint-marcel/hotel/paris-fr.html,2.0560659705424253
Louvre Museum,Paris,France,Best Western Plus Opera Batignolles,1,217.63,https://www.agoda.com/en-gb/best-western-plus-opera-batignolles/hotel/paris-fr.html,-1.9806169585080573
Louvre Museum,Paris,France,Courtyard Paris La Defense West - Colombes,2,93.53,https://www.agoda.com/en-gb/courtyard-paris-la-defense-west-colombes_2/hotel/paris-fr.html,-0.6542528874150302
Louvre Museum,Paris,France,Hotel Bristol Republique,1,71.24,https://www.agoda.com/en-gb/hotel-bristol-republique/hotel/paris-fr.html,-4.1597499013534485
Louvre Museum,Paris,France,Hotel Francois Premier,1,244.2,https://www.agoda.com/en-gb/hotel-francois-premier/hotel/paris-fr.html,-0.2759195402721826
Louvre Museum,Paris,France,Ibis Styles Hotel Paris Gare de Lyon Bastille,1,73.14,https://www.agoda.com/en-gb/ibis-styles-hotel-paris-gare-de-lyon-bastille/hotel/paris-fr.html,1.1856982227261454
Louvre Museum,Paris,France,Hotel Aiglon,1,180.42,https://www.agoda.com/en-gb/hotel-aiglon/hotel/paris-fr.html,1.230136404846936
Louvre Museum,Paris,France,MidNight Hotel Paris,1,99.66,https://www.agoda.com/en-gb/midnight-hotel-paris/hotel/paris-fr.html,1.5974626690932838
Louvre Museum,Paris,France,Hotel d'Orsay,1,205.95,https://www.agoda.com/en-gb/hotel-d-orsay/hotel/paris-fr.html,3.3533453625593848
Louvre Museum,Paris,France,Vienna House Dream Castle Paris,4,239.61,https://www.agoda.com/en-gb/vienna-house-dream-castle-paris/hotel/paris-fr.html,1.895901958973855
Louvre Museum,Paris,France,Nemours Hotel,1,76.35,https://www.agoda.com/en-gb/nemours-hotel/hotel/paris-fr.html,2.181818592392344
Louvre Museum,Paris,France,Hotel le Dauphin,1,55.16,https://www.agoda.com/en-gb/hotel-le-dauphin/hotel/paris-fr.html,1.154945119160554
Louvre Museum,Paris,France,Campanile Paris XIX La Villette,1,110.16,https://www.agoda.com/en-gb/campanile-paris-xix-la-villette/hotel/paris-fr.html,1.6116690772262854
Louvre Museum,Paris,France,Hotel Atlantis Saint Germain des Pres,1,244.13,https://www.agoda.com/en-gb/hotel-atlantis-saint-germain-des-pres/hotel/paris-fr.html,2.286897522125349
Louvre Museum,Paris,France,Madrigal Hotel,1,143.66,https://www.agoda.com/en-gb/madrigal-hotel/hotel/paris-fr.html,0.5177460718828284
Louvre Museum,Paris,France,Hotel Montsouris Orleans,1,110.51,https://www.agoda.com/en-gb/hotel-montsouris-orleans/hotel/paris-fr.html,0.5199997020875864
Louvre Museum,Paris,France,Vendome-Saint Germain Hotel,1,150.69,https://www.agoda.com/en-gb/vendome-saint-germain-hotel/hotel/paris-fr.html,2.436819152124794
Louvre Museum,Paris,France,Sweet Hotel,1,106.29,https://www.agoda.com/en-gb/sweet-hotel/hotel/paris-fr.html,-4.001161652403439
Louvre Museum,Paris,France,Villa Saint Honore,1,364.68,https://www.agoda.com/en-gb/villa-saint-honore_3/hotel/paris-fr.html,5.3103095347648575
Louvre Museum,Paris,France,Hotel Le Petit Madeleine,1,185.85,https://www.agoda.com/en-gb/hotel-le-petit-madeleine/hotel/paris-fr.html,-0.8478170642983494
Louvre Museum,Paris,France,Hotel Odyssey Paris by Elegancia,1,98.04,https://www.agoda.com/en-gb/hotel-odyssey-paris-by-elegancia/hotel/paris-fr.html,-1.772800950563474
Louvre Museum,Paris,France,Courtyard Paris Roissy Charles de Gaulle Airport Hotel,1,161.74,https://www.agoda.com/en-gb/courtyard-paris-roissy-charles-de-gaulle-airport-hotel/hotel/paris-fr.html,1.3192993014723349
Louvre Museum,Paris,France,Howard Hotel Paris-Orly Airport,1,100.46,https://www.agoda.com/en-gb/howard-hotel-paris-orly-airport_2/hotel/paris-fr.html,-0.023622265486288
Louvre Museum,Paris,France,Ibis Styles Paris Gare Saint Lazare,1,90.72,https://www.agoda.com/en-gb/ibis-styles-paris-gare-saint-lazare_6/hotel/paris-fr.html,-0.4004603570518914
Louvre Museum,Paris,France,Villa Luxembourg Hotel,1,123.39,https://www.agoda.com/en-gb/villa-luxembourg-hotel/hotel/paris-fr.html,-5.535495946997976
Louvre Museum,Paris,France,Maxim Opera,1,188.87,https://www.agoda.com/en-gb/maxim-opera/hotel/paris-fr.html,4.1749132221624645
Louvre Museum,Paris,France,Hotel Palma,1,95.44,https://www.agoda.com/en-gb/hotel-palma/hotel/paris-fr.html,2.270152754142976
Louvre Museum,Paris,France,Hotel Hor,1,122.89,https://www.agoda.com/en-gb/hotel-hor/hotel/paris-fr.html,5.930388427600664
Louvre Museum,Paris,France,Villa Eugenie Hotel,1,84.02,https://www.agoda.com/en-gb/villa-eugenie-hotel/hotel/paris-fr.html,-3.906321888367912
Louvre Museum,Paris,France,Hotel de Roubaix,1,85.39,http://www.booking.com/hotel/fr/de-roubaix.en-gb.html,0.7380566200953667
Louvre Museum,Paris,France,Hotel Richmond,1,80.37,https://www.agoda.com/en-gb/hotel-richmond/hotel/paris-fr.html,4.5740892448104775
Louvre Museum,Paris,France,Quality Hotel Abaca Paris 15,1,114.54,https://www.agoda.com/en-au/quality-hotel-abaca-messidor-paris-15/hotel/paris-fr.html,-2.076258234610813
Louvre Museum,Paris,France,Apogia Hotel,1,127.84,https://www.agoda.com/en-gb/apogia-hotel/hotel/paris-fr.html,-3.485357051318863
Louvre Museum,Paris,France,Hotel Mogador,1,135.63,https://www.agoda.com/en-gb/hotel-mogador/hotel/paris-fr.html,1.340538307224863
Louvre Museum,Paris,France,Hotel Le Marcel,1,169.93,https://www.agoda.com/en-gb/hotel-le-marcel/hotel/paris-fr.html,-2.060565666895477
Louvre Museum,Paris,France,Hotel Atrium Suresnes,1,135.73,https://www.agoda.com/en-gb/hotel-atrium-suresnes/hotel/paris-fr.html,1.237455156169387
Louvre Museum,Paris,France,Maison Malesherbes by HappyCulture,1,91.42,https://www.agoda.com/en-gb/maison-malesherbes-by-happyculture/hotel/paris-fr.html,0.3118733805639304
Louvre Museum,Paris,France,Best Western Hotel Litteraire Arthur Rimbaud,1,115.67,https://www.agoda.com/en-gb/best-western-hotel-litteraire-arthur-rimbaud_4/hotel/paris-fr.html,-2.6192050258366586
Louvre Museum,Paris,France,Hotel Opera Paris,1,61.57,https://www.agoda.com/en-gb/hotel-opera-paris/hotel/paris-fr.html,-1.7938396127850649
Louvre Museum,Paris,France,Melia Vendome,1,168.07,https://www.agoda.com/en-gb/melia-vendome/hotel/paris-fr.html,5.65394005201526
Louvre Museum,Paris,France,Villa Margaux,1,121.64,https://www.agoda.com/en-gb/villa-margaux/hotel/paris-fr.html,-0.8580406965664505
Louvre Museum,Paris,France,Le Relais du Marais Hotel,1,196.91,https://www.agoda.com/en-gb/le-relais-du-marais-hotel/hotel/paris-fr.html,4.067261921223859
Louvre Museum,Paris,France,Best Western Hotel Prince Montmartre,1,85.09,https://www.agoda.com/en-gb/best-western-hotel-prince-montmartre/hotel/paris-fr.html,2.1706141037290614
Louvre Museum,Paris,France,Executive Hotel,1,99.58,https://www.agoda.com/en-gb/executive-hotel_5/hotel/paris-fr.html,2.2217767507154185
Louvre Museum,Paris,France,Hotel Azur,1,131.61,https://www.agoda.com/en-gb/hotel-azur/hotel/paris-fr.html,-1.3059421299220104
Louvre Museum,Paris,France,Forest Hill La Villette Hotel,1,99.46,https://www.agoda.com/en-gb/forest-hill-la-villette-hotel/hotel/paris-fr.html,1.398280923817513
Louvre Museum,Paris,France,ibis Paris Gare de Lyon Diderot 12eme,2,126.58,https://www.agoda.com/en-gb/ibis-paris-gare-de-lyon-diderot-12eme_3/hotel/paris-fr.html,2.303679761365145
Louvre Museum,Paris,France,ibis Paris Grands Boulevards Opera 9eme,1,193.89,https://www.agoda.com/en-gb/ibis-paris-grands-boulevards-opera-9eme_3/hotel/paris-fr.html,-0.0914342318109065
Louvre Museum,Paris,France,Kube Hotel Paris - Ice Bar,2,144.67,http://www.booking.com/hotel/fr/kube.en-gb.html,-1.3416679143110504
Louvre Museum,Paris,France,Le Marcel Paris Gare de l'Est,1,46.82,http://www.booking.com/hotel/fr/marcel.en-gb.html,-4.52325012542927
Louvre Museum,Paris,France,Radisson Blu Hotel Champs Elysees,2,386.28,https://www.agoda.com/en-gb/radisson-blu-hotel-champs-elysees/hotel/paris-fr.html,6.224047744202793
Louvre Museum,Paris,France,Hotel Le Malown,1,251.16,https://www.agoda.com/en-gb/hotel-le-malown/hotel/paris-fr.html,5.150547366832292
Louvre Museum,Paris,France,ibis budget Paris Porte d Italie Est,2,43.6,https://www.agoda.com/en-gb/ibis-budget-paris-porte-d-italie-est_6/hotel/paris-fr.html,2.2222232431481834
Louvre Museum,Paris,France,Hotel Mercure Paris Orly Rungis,1,170.79,https://www.agoda.com/en-gb/hotel-mercure-paris-orly-rungis_2/hotel/paris-fr.html,0.1604333454600518
Louvre Museum,Paris,France,ibis Paris Porte de Versailles Mairie d'Issy,2,79.37,https://www.agoda.com/en-gb/ibis-paris-porte-de-versailles-mairie-d-issy_4/hotel/paris-fr.html,0.7364541939155655
Louvre Museum,Paris,France,ibis budget Paris Porte de Bagnolet,2,43.6,https://www.agoda.com/en-gb/ibis-budget-paris-porte-de-bagnolet_4/hotel/paris-fr.html,0.5992817824001443
Louvre Museum,Paris,France,Hotel Mercure Paris Saint-Ouen,2,130.6,https://www.agoda.com/en-gb/hotel-mercure-paris-saint-ouen/hotel/paris-fr.html,4.776325157563775
Louvre Museum,Paris,France,Hotel Malte - Astotel,1,202.62,https://www.agoda.com/en-gb/hotel-malte-astotel/hotel/paris-fr.html,3.463768469392481
Louvre Museum,Paris,France,Hotel Best Western Louvre Saint Honore,1,178.47,https://www.agoda.com/en-gb/hotel-best-western-louvre-saint-honore/hotel/paris-fr.html,-0.1508130973198038
Louvre Museum,Paris,France,Regina Opera Hotel,1,155.86,https://www.agoda.com/en-gb/regina-opera-hotel/hotel/paris-fr.html,2.9712202972606394
Louvre Museum,Paris,France,CasaO,1,170.89,https://www.agoda.com/en-gb/casao_3/hotel/paris-fr.html,0.3958995769286123
Louvre Museum,Paris,France,Unic Renoir Saint Germain,1,106.49,http://www.booking.com/hotel/fr/unic.en-gb.html,-0.1251277297952304
Louvre Museum,Paris,France,Hotel Le Bailli de Suffren,1,122.1,https://www.agoda.com/en-gb/hotel-le-bailli-de-suffren/hotel/paris-fr.html,2.099560139299343
